rank,ticker,name,category,expiry,strike,dte,strike_zone,bid,ask,mid,spread_pct,iv,open_interest,volume,delta,delta_estimated,moneyness,final_score,confidence,confidence_label,thesis,thirteen_f,market,options,catalyst,risk_penalty,is_event_trade,reasons_against,data_flags,paper_recommendation
152,MRVL,Marvell Technology,semiconductors,2026-08-08,103.7,45,longer_dated_otm,3.67,3.82,3.745,0.0401,0.7541,5389,572,0.2956,True,1.1998,6.61,0.8,high,7.62,0.0,9.0,8.0,2.0,0.5,False,RSI 84 overbought | no identified near-term catalyst | 45 DTE outside preferred 60-180 | aggressive OTM strike on short tenor,source:fixture,PAPER ONLY — never auto-traded. Candidate for a small paper position; verify live quotes & spread first.
153,ANET,Arista Networks,networking,2026-08-08,206.4,45,longer_dated_otm,4.52,4.62,4.57,0.0219,0.6089,7643,977,0.235,True,1.1999,6.6,1.0,high,7.72,2.56,9.0,8.0,4.0,0,False,RSI 81 overbought | 45 DTE outside preferred 60-180 | aggressive OTM strike on short tenor,source:fixture,PAPER ONLY — never auto-traded. Candidate for a small paper position; verify live quotes & spread first.
154,MRVL,Marvell Technology,semiconductors,2026-08-08,86.4,45,near_the_money,8.84,9.32,9.08,0.0529,0.7349,305,2023,0.5594,True,0.9997,6.5,0.8,high,7.62,0.0,9.0,7.5,2.0,0.5,False,RSI 84 overbought | no identified near-term catalyst | 45 DTE outside preferred 60-180,source:fixture,PAPER ONLY — never auto-traded. Candidate for a small paper position; verify live quotes & spread first.
155,VST,Vistra Corp,power_grid_electrification,2026-08-08,225.6,45,slightly_otm,3.55,3.76,3.655,0.0575,0.3548,5906,1144,0.2538,True,1.0999,6.5,1.0,high,8.11,0.78,9.5,8.0,4.0,0,False,45 DTE outside preferred 60-180,source:fixture,PAPER ONLY — never auto-traded. Candidate for a small paper position; verify live quotes & spread first.
156,CEG,Constellation Energy,power_grid_electrification,2026-08-08,112.7,45,near_the_money,11.62,12.2,11.91,0.0487,0.7395,1616,833,0.5596,True,0.9997,6.49,1.0,high,8.37,3.77,9.0,8.5,4.0,0.6,False,RSI 88 overbought | drawdown -36% without stabilization | 45 DTE outside preferred 60-180,source:fixture,PAPER ONLY — never auto-traded. Candidate for a small paper position; verify live quotes & spread first.
157,TSM,Taiwan Semiconductor Mfg,semiconductors,2026-08-08,167.3,45,slightly_otm,3.11,3.36,3.235,0.0773,0.3853,8179,2355,0.2738,True,1.1002,6.45,0.8,high,8.81,0.0,9.5,8.0,2.0,1.2,False,13F: smart money exit (score -3.8) | no identified near-term catalyst | 45 DTE outside preferred 60-180,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
158,PLTR,Palantir Technologies,ai_infrastructure_software,2026-09-22,208.2,90,near_the_money,27.9,28.98,28.44,0.038,0.6706,5844,677,0.5779,False,0.9999,5.92,1.0,high,5.5,2.95,5.5,10.0,6.0,0,False,3m momentum -12%,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
159,PLTR,Palantir Technologies,ai_infrastructure_software,2026-09-22,218.6,90,slightly_otm,25.42,26.96,26.19,0.0588,0.7202,1149,1691,0.528,True,1.0499,5.92,1.0,high,5.5,2.95,5.5,10.0,6.0,0,False,3m momentum -12%,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
160,PLTR,Palantir Technologies,ai_infrastructure_software,2026-09-22,229.0,90,slightly_otm,21.36,22.11,21.735,0.0345,0.7025,1466,1877,0.4721,True,1.0998,5.92,1.0,high,5.5,2.95,5.5,10.0,6.0,0,False,3m momentum -12%,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
161,PLTR,Palantir Technologies,ai_infrastructure_software,2026-09-22,249.9,90,longer_dated_otm,12.57,13.58,13.075,0.0772,0.6355,1316,989,0.3486,True,1.2002,5.92,1.0,high,5.5,2.95,5.5,10.0,6.0,0,False,3m momentum -12%,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
162,PLTR,Palantir Technologies,ai_infrastructure_software,2026-11-06,208.2,135,near_the_money,34.36,35.47,34.915,0.0318,0.6698,508,1279,0.5949,True,0.9999,5.92,1.0,high,5.5,2.95,5.5,10.0,6.0,0,False,3m momentum -12%,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
163,PLTR,Palantir Technologies,ai_infrastructure_software,2026-11-06,229.0,135,slightly_otm,28.75,29.51,29.13,0.0261,0.7125,6220,143,0.5125,True,1.0998,5.92,1.0,high,5.5,2.95,5.5,10.0,6.0,0,False,3m momentum -12%,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
164,PLTR,Palantir Technologies,ai_infrastructure_software,2026-11-06,249.9,135,longer_dated_otm,23.03,24.15,23.59,0.0475,0.7284,1497,585,0.4376,True,1.2002,5.92,1.0,high,5.5,2.95,5.5,10.0,6.0,0,False,3m momentum -12%,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
165,PLTR,Palantir Technologies,ai_infrastructure_software,2026-12-21,208.2,180,near_the_money,40.79,42.5,41.645,0.0411,0.6918,5161,1224,0.6117,True,0.9999,5.92,1.0,high,5.5,2.95,5.5,10.0,6.0,0,False,3m momentum -12%,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
166,PLTR,Palantir Technologies,ai_infrastructure_software,2026-12-21,229.0,180,slightly_otm,31.1,31.98,31.54,0.0279,0.6519,4787,184,0.5256,True,1.0998,5.92,1.0,high,5.5,2.95,5.5,10.0,6.0,0,False,3m momentum -12%,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
167,PLTR,Palantir Technologies,ai_infrastructure_software,2026-12-21,249.9,180,longer_dated_otm,23.03,24.5,23.765,0.0619,0.628,2298,339,0.441,True,1.2002,5.92,1.0,high,5.5,2.95,5.5,10.0,6.0,0,False,3m momentum -12%,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
168,PLTR,Palantir Technologies,ai_infrastructure_software,2026-08-08,218.6,45,slightly_otm,16.59,17.28,16.935,0.0407,0.7151,4788,1007,0.4806,True,1.0499,5.83,1.0,high,5.5,2.95,5.5,9.5,6.0,0,False,3m momentum -12% | 45 DTE outside preferred 60-180,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
169,PLTR,Palantir Technologies,ai_infrastructure_software,2026-08-08,229.0,45,slightly_otm,10.13,10.95,10.54,0.0778,0.6156,1025,808,0.3786,True,1.0998,5.83,1.0,high,5.5,2.95,5.5,9.5,6.0,0,False,3m momentum -12% | 45 DTE outside preferred 60-180,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
170,PLTR,Palantir Technologies,ai_infrastructure_software,2026-11-06,218.6,135,slightly_otm,31.27,32.3,31.785,0.0324,0.6912,3253,1408,0.5516,True,1.0499,5.83,1.0,high,5.5,2.95,5.5,9.5,6.0,0,False,3m momentum -12%,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
171,PLTR,Palantir Technologies,ai_infrastructure_software,2026-12-21,218.6,180,slightly_otm,38.23,40.69,39.46,0.0623,0.7249,5009,1622,0.5784,True,1.0499,5.83,1.0,high,5.5,2.95,5.5,9.5,6.0,0,False,3m momentum -12%,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
172,MU,Micron Technology,memory,2026-08-08,86.8,45,longer_dated_otm,0.4,0.41,0.405,0.0247,0.3694,5123,987,0.0963,True,1.2001,5.71,0.8,high,7.55,0.0,9.0,7.0,4.0,1.5,True,RSI 84 overbought | 13F: smart money reduce (score -0.2) | 45 DTE outside preferred 60-180 | delta 0.10 (low-prob lottery) | aggressive OTM strike on short tenor,source:fixture,PAPER ONLY — never auto-traded. Event/IV trade — paper-test around earnings; expect IV crush risk.
173,PLTR,Palantir Technologies,ai_infrastructure_software,2026-08-08,208.2,45,near_the_money,20.09,20.99,20.54,0.0438,0.6896,4873,936,0.5564,True,0.9999,5.65,1.0,high,5.5,2.95,5.5,8.5,6.0,0,False,3m momentum -12% | 45 DTE outside preferred 60-180,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
174,PLTR,Palantir Technologies,ai_infrastructure_software,2026-08-08,249.9,45,longer_dated_otm,5.84,6.07,5.955,0.0386,0.6278,6594,267,0.2435,True,1.2002,5.56,1.0,high,5.5,2.95,5.5,8.0,6.0,0,False,3m momentum -12% | 45 DTE outside preferred 60-180 | aggressive OTM strike on short tenor,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
175,VST,Vistra Corp,power_grid_electrification,2026-08-08,246.1,45,longer_dated_otm,0.84,0.9,0.87,0.069,0.3458,7967,1018,0.0809,True,1.1998,5.52,1.0,high,8.11,0.78,9.5,7.0,4.0,0.8,False,45 DTE outside preferred 60-180 | delta 0.08 (low-prob lottery) | aggressive OTM strike on short tenor,source:fixture,PAPER ONLY — never auto-traded. Candidate for a small paper position; verify live quotes & spread first.
176,TSM,Taiwan Semiconductor Mfg,semiconductors,2026-08-08,182.5,45,longer_dated_otm,0.88,0.91,0.895,0.0335,0.3749,1729,1097,0.0998,True,1.2001,5.44,0.8,high,8.81,0.0,9.5,7.0,2.0,2.0,False,13F: smart money exit (score -3.8) | no identified near-term catalyst | 45 DTE outside preferred 60-180 | delta 0.10 (low-prob lottery) | aggressive OTM strike on short tenor,source:fixture,PAPER ONLY — never auto-traded. Watch only; wait for better entry / catalyst / IV.
